Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
c9d73eed-97d4-329e-a8b7-cc66e5d6ef9d,PATHWAYS HEALTHCARE  INC.,624 W DUARTE RD,ARCADIA,CA,910079260,34.1362075,-118.0401497,6262549540,0.0,106
5c406b49-c04d-373f-a1c5-2b5629f41047,CAMPUS SURGERY CENTER LLC,901 CAMPUS DR,DALY CITY,CA,940154930,37.6650855,-122.4756885,6509912000,0.0,4
e6b250a5-9204-325f-923f-e3b8e19ce550,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,960010852,40.585181649999996,-122.38762824209377,5302445454,0.0,6
a57489e4-f665-3dde-8406-9ff3f0a5b508,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,CA,950651705,36.99011325,-121.98355367962361,8314627700,0.0,8
a2acc2d6-25c5-330d-8d81-118480281b9c,PRIME HEALTHCARE SERVICES - ST FRANCIS LLC,3630 E IMPERIAL HWY,SOUTH GATE,CA,902806237,33.9305079,-118.174463,3109008900,0.0,20
b99ea3cb-9411-3f1f-8e9d-afcc06aef3c6,SIERRA VIEW LOCAL HEALTH CARE DISTRICT,465 W PUTNAM AVE,PORTERVILLE,CA,932573709,36.068604199999996,-119.02597760625369,5597841110,0.0,4
2fcf25ad-9453-3eb9-a9ee-8e728fb9a1cc,TRINITY HEALTH & WELLNESS MEDICAL GROUP  INC.,7231 SANTA MONICA BLVD,WEST HOLLYWOOD,CA,900466724,34.090801,-118.347391,8182096635,0.0,24
bc450266-f594-3852-8438-6ebd550172f9,COUNTY OF RIVERSIDE,26520 CACTUS AVE,MORENO VALLEY,CA,925553927,33.9119259,-117.19637878783084,9514864000,0.0,8
c8433a0c-41f6-37e5-9542-70b0aee2ddf3,COMMUNITY HEALTH SYSTEMS INC,18651 VALLEY BLVD UNIT A,BLOOMINGTON,CA,923161831,34.07029,-117.395879,9515712300,0.0,91
189e625c-01ca-34b7-8b4f-4324540efd44,NORTHEAST VALLEY HEALTH CORPORATION,1600 SAN FERNANDO ROAD,SAN FERNANDO,CA,913403115,34.288946,-118.447908,8183658086,0.0,80
ac426e5d-57c8-3efd-874b-85b589b383ca,THE LOS ANGELES FREE CLINIC,137 N VIRGIL AVE,LOS ANGELES,CA,900044811,34.0740059185387,-118.28688539318843,3233371707,0.0,30
8d1bbb74-2258-331a-8b08-1584eaa8b9d8,ALAMEDA HEALTH SYSTEM,6955 FOOTHILL BLVD SUITE 200,OAKLAND,CA,946052426,37.769681076501826,-122.17535500849695,5105675704,0.0,240
224e0420-578d-3505-9510-79556d34aad4,MADERA COMMUNITY HOSPITAL,285 HOSPITAL DR,CHOWCHILLA,CA,936102041,37.12262056504379,-120.27329367375111,5596755500,0.0,57
2a026aaf-e321-34a5-87c5-9e539f722dd4,BAUTISTA RURAL MEDICAL CLINICS  INC.,2570 JENSEN AVE,SANGER,CA,936572269,36.70686768994688,-119.57368750265606,5598753428,0.0,22
d75be33c-a5a5-3af3-8b01-27b29e904282,CENTER FOR FAMILY HEALTH AND EDUCATION INC,500 W WILLOW ST,LONG BEACH,CA,908062831,33.8043,-118.198217,5624271700,0.0,20
c350d041-d527-389a-bfc6-c20f0d6c353e,MOBILE MEDICAL CLINIC INC,1251 W REDONDO BEACH BLVD STE 101,BUENA PARK,CA,906204182,33.870413,-117.9962165,3109538756,0.0,67
fdbbd208-5bf6-3ce4-9e8c-87f105a00fcb,ASIAN AND PACIFIC ISLANDER WELLNESS CENTER  INC.,726 POLK ST,SAN FRANCISCO,CA,941097812,37.783703,-122.419195,4152923400,0.0,35
c63030a8-50de-3b32-9559-f24fa51a0005,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,SACRAMENTO,CA,958212122,38.66952005,-121.31317653001221,9165375000,0.0,29
2f641553-26ee-3227-9476-5b25dd7e360b,YUCCA FAMILY MEDICAL CARE INC,57675 29 PALMS HWY SUITE 111,YUCCA VALLEY,CA,922843072,34.1236205,-116.4139839,7603658500,0.0,31
0d309302-e37e-313e-9cd2-1995aedafd7d,COMPLETE CARE COMMUNITY HEALTH CENTER  INC,2595 E WASHINGTON BLVD STE 106,PASADENA,CA,911071409,34.16923244444445,-118.09680325396826,6267948133,0.0,65
67561b3a-eb88-34de-b43b-82bcd51d726a,VALLEY HEALTH CENTER LENZEN,976 LENZEN AVENUE,SAN JOSE,CA,951262737,37.334267,-121.91211257935106,4088855000,0.0,157
d0aa35ea-1e0f-3005-98aa-fb7d243ca286,ELICA HEALTH CENTERS,4815 WATT AVE,NORTH HIGHLANDS,CA,956605108,38.6710975,-121.38795381804641,9164542345,0.0,17
955666b7-a665-32ac-ad80-d5b6579ae610,INSIGHT HEALTH AND WELLNESS  LLC,2211 CORINTH AVE STE 103,BEVERLY HILLS,CA,902112003,34.0696501,-118.3963062,3104568451,0.0,58
bbb2fb97-1c9c-3c55-81e5-f8ebab17205c,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,925631401,33.61476705,-117.16858006444426,9512904000,0.0,4
968d4a10-ee25-3296-af67-c570795453ae,ESCALON COMMUNITY HEALTH CLINIC,2080 MCHENRY AVENUE #200,ESCALON,CA,953209484,37.7966238,-120.9967454,2098473011,0.0,34
7dd2c9c3-4693-3504-80f0-234b7c86997a,TARZANA TREATMENT CENTERS INC,907 W LANCASTER BLVD,LANCASTER,CA,935342305,34.6981064,-118.1366153,6617262630,0.0,112
e863da34-efb4-3236-b576-f277e39bdf1e,COVENANT ADVANCED PRIMARY CARE SOLUTIONS,152 CATHERINE LN STE F,PENN VALLEY,CA,959469000,39.1948165,-121.19264637070282,8889662398,0.0,43
76620e25-b86c-3677-b20c-d2e728f0a999,DEBRUIN MEDICAL CENTER A PROF CORP,9352 MADISON AVE,ORANGEVALE,CA,956624981,38.6685437,-121.2096393,9169892929,0.0,65
38fcc1cb-6c6e-31c3-9aec-b73a06136c88,AHMC SAN GABRIEL VALLEY MEDICAL,438 W LAS TUNAS DR,SAN GABRIEL,CA,917761216,34.10094775,-118.10587972761789,6262895454,0.0,4
8a171cbd-77fd-3b06-94f4-9233ec3063a3,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DR,SAN GABRIEL,CA,917761216,34.10094775,-118.10587972761789,6262895454,0.0,4
6dba85b8-b421-376c-80ea-a2be8df0a09e,THE CHILDREN'S CLINIC SERVING CHILDREN AND THEIR FAMILIES,1060 E 70TH ST,LONG BEACH,CA,908051008,33.8809089,-118.17961269619536,5622644669,0.0,58
ee0c5ab9-1b30-3800-ab0f-317da40c01b4,THC-ORANGE COUNTY LLC,875 N BREA BLVD,BREA,CA,928212606,33.9349157,-117.89386520607448,7145296842,0.0,9
f1064d5f-5b9b-3d3b-85ed-53f8f424813e,SIMI VALLEY HOSPITAL AND HEALTH CARE SERVICES,2975 SYCAMORE DR,SIMI VALLEY,CA,930651502,34.28907715,-118.74568288307515,8059556000,0.0,12
c4d0b9b7-8050-3212-8e6f-a96b666ea2a8,FLORENCE WESTERN MEDICAL CLINIC INC,7301 S WESTERN AVE,PACOIMA,CA,913313028,34.2625025,-118.427027,3237782131,0.0,40
770cccc8-a7e8-3925-bd7a-20dff37f427e,KATELLA WELLNESS CENTER INC,5122 KATELLA AVE,LOS ALAMITOS,CA,907206608,33.80265985,-118.04336475379046,5625980600,0.0,47
2077543a-d86b-3cff-886c-ec9e5b991da5,MARTIN LUTHER KING  JR. COMMUNITY HOSPITAL,1680 EAST 120TH STREET,LOS ANGELES,CA,900593026,33.92289615,-118.24269392395072,4248356808,0.0,22
09d62d68-187a-3b8e-87cb-28e7c59231d0,HERCULES MEDICAL CLINIC INC,975 CASS ST,SEASIDE,CA,939553629,36.62593,-121.8169383456945,8315215555,0.0,47
8f2dcca9-f9dd-3481-aefc-6957a3528c6d,CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO INC,1620 ALPINE BLVD STE 110,ALPINE,CA,919011103,38.5893934,-119.8345013,6196624100,0.0,56
cc6760f7-06d8-3152-ab5e-755c7cdf601c,PREMIER SURGERY CENTER OF SANTA MARIA,816 EAST ENOS DRIVE,SANTA MARIA,CA,934548205,34.934393535806414,-120.42278392789598,8053477813,0.0,13
50f71c5b-5d86-331e-9373-743298fa51ac,COMMUNITY HEALTH CLINIC OLE-SOUTH NAPA SHELTER,100 HARTLE CT,NAPA,CA,945594020,38.2835307,-122.27955018405059,7072541770,0.0,44
ae69a993-834d-3c73-95f5-4f0f5ea4486b,POWAY SURGERY CENTER,15525 POMERADO ROAD SUITE E2,POWAY,CA,92062,32.995008,-117.057196,8585210031,0.0,2
a3dd5d7b-5773-3cc9-9463-b4452820d9ab,SAYANA MEDICAL SPA & WELLNESS CENTER INC,11724 VENTURA BLVD STE A,STUDIO CITY,CA,916042621,34.14140806060606,-118.38822866666666,8183314386,0.0,110
3b8012f2-3f59-3700-8305-7e10100e60d5,AFFORDABLE HEALTH CARE INC,1645 ANAHEIM ST.,HARBOR CITY,CA,907103213,33.78638168292683,-118.30626907317074,3103440541,0.0,44
3070f715-9571-3b83-a9a6-bc1bd025485c,PEDIATRIC AND FAMILY MEDICAL CENTER,3680 E IMPERIAL HWY,LYNWOOD,CA,902622663,33.9309405,-118.1804334,3106084898,0.0,63
72c85f98-56d0-3959-b74a-e9071645aa26,FAMILY HEALTH CARE CENTERS OF GREATER LOS ANGELES  INC,22310 WARDHAM AVE,HAWAIIAN GARDENS,CA,907161740,33.82656788888889,-118.06495222222222,5624202433,0.0,121
d6f58d6a-ae73-3ffc-83e4-357d7ea5b696,MAGNOLIA FAMILY CARE MEDICAL CENTER,10402 WESTMINSTER AVE STE 100,GARDEN GROVE,CA,928434862,33.7746292,-117.9463717,7145394900,0.0,14
299e2731-a4c8-3110-abf4-176a65b2fce1,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE STREET,INDIO,CA,922016739,33.7061251,-116.23612764229054,7603476191,0.0,16
f4532da4-a828-3a33-ac68-0b8920362788,PETER M BIRNSTEIN MD PROF CORP FAMILY PRACTICE ASSOC,2811 WILSHIRE BLVD STE 800,SANTA MONICA,CA,904034808,34.037446842592594,-118.47552907407407,(310) 453-6361,0.0,29
d72a0091-17e0-3e09-b097-2b37e555b3c3,SOMAGEN HEALTHCARE  INC.,10538 MISSION GORGE RD,SANTEE,CA,920713154,32.838712,-116.96787,6194560033,0.0,40
594fe07a-d6ae-3e1f-8b49-f262fb6ab110,COMMUNITY MEDICAL CENTERS  WATERLOO,1031 WATERLOO ROAD,STOCKTON,CA,952054256,37.96708320466245,-121.27237970684135,2099405600,0.0,48
db1e46ba-b639-3243-873a-4c3bce098b7b,ADVENTIST HEALTH CLEARLAKE HOSPITAL INC.,15630 18TH AVE,CLEARLAKE,CA,954229336,38.9351877,-122.61991705041706,7079946486,0.0,2
f24140ba-567b-34f6-8c45-699ed0af7b00,OMNI FAMILY HEALTH,3748 E SHIELDS AVE,FRESNO,CA,937267028,36.77949644173156,-119.76272855847917,6614591900,0.0,54
3464bba2-d19a-32dc-91b0-a7a64faf883d,COUNTY OF SANTA CLARA,751 S BASCOM AVE,SAN JOSE,CA,951282604,37.31312855,-121.935317957676,4088855000,0.0,5
1896c2bd-1a16-3f31-990b-2fdb30705a02,VALLEY CHILDRENS HOSPITAL,9300 VALLEY CHILDRENS PL,MADERA,CA,936368766,37.1716264,-119.7737991,5593533000,0.0,36
4a7be363-3be5-30a0-9d28-df5b8ba13eb0,TYRONE E. SNIPES  D.O. INTERNAL MEDICINE/PRIMARY CARE INC.,3055 ALVARADO ST STE 108,SAN LEANDRO,CA,945775711,37.70595105,-122.1528419208034,5109694253,0.0,30
5d996db8-84df-37a6-b696-72f9a9366abc,MEDELITY HEALTHCARE  INC.,2888 LONG BEACH BLVD,RANCHO PALOS VERDES,CA,902755370,33.7483311,-118.3707683,5629819100,0.0,16
e30f1923-86fc-301f-aa73-103b349acab2,PATEL FAMILY PRACTICE  INC,2505 SAMARITAN DR,SAN JOSE,CA,951161606,37.25231,-121.9500877,4083584200,0.0,33
44b1029b-a4d9-364e-aa71-4f84d3d28b1c,OJAI VALLEY FAMILY MEDICINE GROUP,117 PIRIE RD,OJAI,CA,930233166,34.443175,-119.2656178,8056467246,0.0,66
6ac3cdfc-e5c1-33d1-bcc8-3e16bee50a1c,SALL EYE RESEARCH MEDICAL CENTER,11423 187TH STREET,ARTESIA,CA,907015657,33.861403,-118.089836,5628041974,0.0,39
c902dc60-fac7-3fad-aa22-856abb1a69d2,CASTLE FAMILY HEALTH CENTERS INC.,3605 HOSPITAL RD,WINTON,CA,953889515,37.3823369,-120.61853757718696,2093812000,0.0,15
b3b3c8b8-d0b1-3522-bb0a-8017f3228941,VALLEY HEALTH CENTER AT GILROY,7475 CAMINO ARROYO,GILROY,CA,950207348,37.01097905,-121.55779943092186,4088522200,0.0,50
8f862bf4-6c7d-3da1-84cc-aa15ee4e86c8,VIBRA HOSPITAL OF SACRAMENTO,330 MONTROSE DRIVE,FOLSOM,CA,956302720,38.681583,-121.15817511838911,9163519151,0.0,12
9e9ace2f-79b1-36fd-b546-5b1bd7040543,VALLEY HEALTH TEAM  INC.,21890 COLORADO AVE,SAN JOAQUIN,CA,93660,37.923589,-121.298178,5596932462,0.0,155
f408994f-acdf-3e71-a63d-ae1488608b18,SOUTHERN CALIFORNIA PRIMARY MEDICAL INC,19341 BEAR VALLEY RD STE 101,APPLE VALLEY,CA,923085152,34.471246476744184,-117.2388943255814,7608107778,0.0,48
d950c396-c880-3578-8f5d-bae015da3c8d,IMPERIAL FAMILY MEDICAL GROUP  A PROFESSIONAL CORPORATION,12651 LAKEWOOD BLVD,DOWNEY,CA,902424561,33.91581809027035,-118.13867814412407,5628613111,0.0,64
778abc7a-f5e2-3366-a458-b5206db001c8,JM HEALTHCARE INC,650 W ALLUVIAL AVE,FRESNO,CA,937276588,36.84389325,-119.72604386708018,5593530364,0.0,14
f211dbc7-e4ec-32e4-89ee-e2b5c7f891e4,DOCTORS MEDICAL CENTER OF MODESTO INC,1501 CLAUS RD,MODESTO,CA,953559711,37.66520015379475,-120.92137329745395,2095584700,0.0,8
9b299563-6d4e-35d7-b1a2-d3045ad4f5d5,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,CA,900341702,34.038716300000004,-118.37480911030259,2138572201,0.0,4
f3423ebc-9130-346a-b0ce-4d525ea9bb7b,OPERATION SAMAHAN INC,9995 CARMEL MOUNTAIN RD,SAN DIEGO,CA,92129,32.96074465006127,-117.11202541583458,8442002426,0.0,123
6f8eb99b-ee1e-3791-9778-ff3a392246a2,COMMUNITY HEALTH SYSTEMS INC,22675 ALESSANDRO BLVD,MORENO VALLEY,CA,925538551,33.917001223552035,-117.26702073080725,9515712350,0.0,432
188720fb-6ff9-33eb-96f6-50772839d986,CHILDREN & FAMILY MEDICAL CARE INC,1190 W OLIVE AVE STE L,MERCED,CA,953481960,37.31873095,-120.4883023,2097220831,0.0,56
e4da6d90-f375-34a4-ab59-d9beee75c33b,BRISTOL PLAZA FAMILY MEDICINE A PROFESSIONAL MEDICAL CORPORATION,3743 SO PLAZA DRIVE,SANTA ANA,CA,927047463,33.7494951,-117.8732213,7143321800,0.0,27
dcaf0cf9-3e34-3de7-a77a-c4aff3206ea9,COMMUNITY HEALTH ALLIANCE OF PASADENA,513 E LIME AVE,MONROVIA,CA,910162982,34.14825069387755,-117.9932992244898,6267880290,0.0,43
357e84ea-e14e-30ef-b6ce-5c0e3323d836,GARDNER FAMILY HEALTH NETWORK INC,3351 EL CAMINO REAL,ATHERTON,CA,940273802,37.466178,-122.20701236922542,4082002291,0.0,88
e6b3c7cf-49d3-3f0e-9445-11a5614a0ad3,CFHS HOLDINGS  INC.,4650 LINCOLN BLVD,MARINA DEL REY,CA,902926638,33.98135232254192,-118.4401292012784,3104485261,0.0,23
956037bc-2c7b-3ac1-b8b1-4c9ccbedd166,FULLERTON SURGICAL CENTER L P,2240 NORTH HARBOR BLVD.,FULLERTON,CA,928352634,33.897785,-117.92892980785123,7148708300,0.0,4
763d2560-539c-369d-b051-0f0f0a1612c0,EPILEPSY RHEUMATOLOGY AND ARTHRITIS SPECIALTY WELLNESS CENTER PC,477 N EL CAMINO REAL,ENCINITAS,CA,920241332,33.0571471,-117.261442,3148257371,0.0,98
24907435-953a-3804-9cff-34bd9cdc520c,OAK VALLEY HOSPITAL DISTRICT,350 S OAK AVE,OAKDALE,CA,953613519,37.75742625,-120.86147648614514,2098473011,0.0,14
7853122c-f73d-3354-b099-a6398e69e331,OPULENT HEALTH & WELLNESS INC,95 DECLARATION DR STE 4,CHICO,CA,959734916,39.77197603559278,-121.87230376706025,4243843432,0.0,37
27cabd2c-a8ec-3860-9ca0-671577afe7b4,GROSSMONT HOSPITAL CORPORATION,5555 GROSSMONT CENTER DR,LA MESA,CA,919423019,32.78093805,-117.00666249522895,6197406000,0.0,19
e0b2515a-3b23-3eb6-a94d-c537de22308d,SUTTER BAY HOSPITALS,350 HAWTHORNE AVENUE,OAKLAND,CA,946093108,37.8205823,-122.2664037,5106554000,0.0,2
8b3c60eb-5961-3177-9920-a41eb4556e9b,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,941104403,37.74699015,-122.4208571403392,4156478600,0.0,4
5c1428da-c745-30ba-b436-f5b180b6bbc6,THE LOS ANGELES FREE CLINIC,5205 MELROSE AVE,LOS ANGELES,CA,900383144,34.083586,-118.31378612912631,3236538622,0.0,35
753e6fb7-44c8-3d87-93d2-88e350f7c65d,TARZANA TREATMENT CENTERS INC,5190 ATLANTIC AVE,LONG BEACH,CA,908056510,33.85024593877551,-118.18481673469388,8189961051,0.0,168
abb04e98-ce1a-3d98-828b-94e9df98cbb5,SOMAGEN HEALTHCARE II  INC.,760 OTAY LAKES RD,CHULA VISTA,CA,919106915,32.645945,-117.001786,6198212300,0.0,118
733d8646-d44c-3249-ae62-e285eae7cadb,JONATHAN NGUYEN MEDICAL CLINIC INC,555 E PACIFIC COAST HWY STE 102,LONG BEACH,CA,908065579,33.7741973,-118.1210906,5625913222,0.0,46
42af2929-db3f-37cc-a085-44cc9c7f1a34,WOODLAND HILLS MEDICAL CLINIC II INC,5995 TOPANGA CANYON BLVD,WOODLAND HILLS,CA,913673623,34.17899946162872,-118.60547686950726,8183403636,0.0,137
fa4d5466-4b5c-3848-bc34-699686a90a6a,OROVILLE HOSPITAL,2767 OLIVE HWY,OROVILLE,CA,959666132,39.5055825,-121.54115642975147,5305338500,0.0,6
50c26f5e-28f6-3ab3-af2a-c5117e68ba23,KINDRED HOSPITAL RIVERSIDE,2224 MEDICAL CENTER DR,PERRIS,CA,925712638,33.8127434,-117.22237386582944,9514363535,0.0,9
ea12a70c-3c0c-3b56-a7f9-7fafa6c99efb,CHC COMMUNITY HEALTH CENTER TEMPLETON,325 POSADA LN,TEMPLETON,CA,934654003,35.55269065,-120.72080089985093,8054341038,0.0,62
00aa3dc5-6859-3678-b0e1-ce9708fc1f32,MISSION AREA HEALTH ASSOCIATES,1580 VALENCIA ST STE 701,SAN FRANCISCO,CA,941104421,37.747179,-122.42029195652174,4158524080,0.0,67
9452e608-a859-3471-8f6b-f6ce3d32688e,PLACENTIA LINDA HOSPITAL  INC.,1301 N ROSE DR,PLACENTIA,CA,928703802,33.88655895,-117.84324990647133,7149932000,0.0,8
61bc72de-993c-32a1-a33c-2c8caf40be04,SONOMA SPECIALTY HOSPITAL  LLC,501 PETALUMA AVE,SEBASTOPOL,CA,954724215,38.397302499999995,-122.8192628217564,7078238511,0.0,12
915c0987-2540-3e6d-bfe9-8d160afa52f5,SANTA FE COMMUNITY HEALTH CENTER,12631 IMPERIAL HWY,SAN BERNARDINO,CA,924045106,34.8253019,-116.0833144,5628644002,0.0,66
0999f761-3582-394e-b35b-b28fc1fb2434,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,925925896,33.4810738,-117.10616979081323,9513312200,0.0,19
17c91693-aaae-3951-9506-1353c7018b82,NATIONAL CITY FAMILY CLINIC,1136  D  AVENUE,NATIONAL CITY,CA,919503412,32.674091912232676,-117.10177983762871,6193362300,0.0,35
6f3d8a12-0402-349c-aeaa-e4857ff40a55,EL DORADO COUNTY COMMUNITY HEALTH CENTER,3100 PONTE MORINO DR,CAMERON PARK,CA,956827450,38.662473,-120.967315,5306217700,0.0,49
956e432c-e7cb-35ea-81cf-18f8d33f6aaa,WELLHAVEN PRIMARY CARE,5555 RESERVOIR DR STE 303,SAN DIEGO,CA,921205181,32.775716,-117.055752,6197522280,0.0,33
b696b1e9-bedc-3632-a604-e8412a54a77b,ST. JUDE NEIGHBORHOOD HEALTH CENTERS,7758 KNOTT AVE,BUENA PARK,CA,906202420,33.849022490822136,-118.01093747934428,7145228723,0.0,28
a8269531-c7a3-3fc4-a20e-f39340660818,TRI-VALLEY FAMILY MEDICINE,1133 E STANLEY BLVD,LIVERMORE,CA,945504246,37.678421099999994,-121.7807809965404,9254439000,0.0,115
d3d95690-e50f-3ae5-b418-6147c619205b,FREMONT PRIMARY CARE INC,734 MOWRY AVE,FREMONT,CA,945364115,37.566350709677415,-121.9746720967742,5107426274,0.0,22
f2d6f446-6bac-33c5-aacb-f080c286119c,CARLSBAD INTEGRATIVE MEDICAL CENTER INCORPORATED,5814 VAN ALLEN WAY STE 215,CARLSBAD,CA,920087360,33.13618886537234,-117.28763579812482,6193394509,0.0,97
a47830b2-f8a1-30cb-a1af-ec6ca6f01364,TRI-CITY HOSPITAL,4002 VISTA WAY,VISTA,CA,920836028,32.6409084,-117.0680924,7607248411,0.0,18
ba275cc1-446e-317f-bffa-abdec46fd215,NEW HORIZON SURGICAL CENTER  LLC,4500 TRADE CENTER DRIVE,BAKERSFIELD,CA,933118716,35.3129097,-119.1313647,8183487251,0.0,6
e550a083-4527-304f-a893-c1e9353acf8d,WORLDWIDE INTEGRATIVE HEALTHCARE INC,654 JENEVEIN AVE,SAN BRUNO,CA,940664230,37.62284979591837,-122.41317165306123,6508770999,0.0,194
c1258906-94b1-37eb-85ae-a8c45a093eda,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL RD,MARIPOSA,CA,953389524,37.50042955,-119.97767854300642,2099663631,0.0,2
